,user-screen_name,text,user-location,lang,retweet_count,created_at,hashtags,SocialEmotionalLearning,STEMeducation,EnglishLanguageDevelopment,ESSER,k12
4456,PEA_NJEA,Sometimes we need a mindful moment! @maryannerod @vaslhilljr 💚,"Plainfield, NJ",en,0.0,Thu Jul 08 00:50:04 +0000 2021,,False,False,False,False,False
4457,novelmatchmaker,What a cute idea for a book!!! 🤞🦄🧠🔬🔭👨‍🔬🧫,"Angleton, TX",en,0.0,Thu Jul 08 00:50:05 +0000 2021,,False,False,False,False,False
4458,harry_hijack,"#Numberella is making her way all across the world! 

🌏

#blendedlearning #classroom #edutwitter #gamification  #growthmindset #humpday #k12 #learn #makelearningfun #maths #STEM #teaching #thursdaythoughts #wednesdaymotivation @allsaintsps 

&gt;&gt;&gt; https://t.co/Faa75vRgXp https://t.co/cRpeV6pLAI",Probabilium,en,0.0,Thu Jul 08 00:50:06 +0000 2021,"['Numberella', 'blendedlearning', 'classroom', 'edutwitter', 'gamification']",False,False,False,False,True
4465,EVERFIK12,"We’re like a Geek Squad for Digital Whole Child Learning. 😎 

#Edtech #SEL #EduChat #EduTwitter
https://t.co/ypZSR3Js3K",,en,0.0,Thu Jul 08 00:52:00 +0000 2021,"['Edtech', 'SEL', 'EduChat', 'EduTwitter']",True,False,False,False,False
4468,capitalintegral,"Thank you @Danone for the donation of over 51,000 yogurt servings for the #SchoolBreakfastProgram!

Yogurt is an excellent source of calcium to build strong bones. 
#BreakfastCanada #K12 https://t.co/jxiggr96Tb","Ottawa, Ontario",en,2.0,Thu Jul 08 00:54:22 +0000 2021,['SchoolBreakfastProgram'],False,False,False,False,True
4471,numberellaworld,"#Numberella is travelling all over the world as we speak! 

🌏

#edchat #eal #fun    #gifted #growth #homeschooling2021 #humpday #k12 #math #STEM #thursdayvibes #wednesdayvibes @AbbeyPrimary 

&gt;&gt;&gt; https://t.co/vNAQEZgME2 https://t.co/BVdaMOFaYt","London, England",en,0.0,Thu Jul 08 00:55:04 +0000 2021,"['Numberella', 'edchat', 'eal', 'fun', 'gifted', 'growth']",False,False,False,False,True
4473,WesleyMorganSHS,@MrJoeMilliano I’m just going to throw in scary buzzwords like diversity and social emotional learning. Just so they see me doing some indoctrinating. https://t.co/plFkv4vVtz,"Springville, UT",en,0.0,Thu Jul 08 00:56:19 +0000 2021,,True,False,False,False,False
4478,CareerswithSTEM,In Year 12 and have uni on your mind? Our study pathways hub will prep you for uni open days and beyond. 🚀 🎓 #Classof2021 #OpenDay #STEM #STEMeducation #University https://t.co/fY98Eh60aV,"Sydney, New South Wales",en,0.0,Thu Jul 08 01:00:01 +0000 2021,,False,True,False,False,False
4479,_TheThief_,"#Numberella is expanding! Do not miss out! 

🌏

#eal #edchat #edutwitter #fluency #giving #growth #homeschooling2021 #humpday #iteachmath #k12 #motivation #STEM #thursdaymotivation #wednesdayfeeling @DovedaleY2 

&gt;&gt;&gt; https://t.co/yGkspVbvOR https://t.co/kuAQAOISw0",Unknown,en,0.0,Thu Jul 08 01:00:02 +0000 2021,"['Numberella', 'eal', 'edchat', 'edutwitter', 'fluency', 'giving', 'growth']",False,False,False,False,True
4480,bbcle,"✋ Want to learn some handy (useful) idioms in English? ✋
We’ve got some hand-related idioms for you to learn.
Do you know any others?
#learnenglish #bbclearningenglish #vocab #vocabulary #idioms #englishidioms #englishlesson
#hands #handy #handidioms #elt #esl #usefulenglish https://t.co/zwSnqYleuB",,en,0.0,Thu Jul 08 01:00:22 +0000 2021,,False,False,True,False,False
4489,KupuHouAcademy,"#Educators, we've got you! Get your #PBL on this summer with 3 sessions to choose from: June 28-July 2, *NEW* July 6-9 (#SEL/Trauma-Informed Care) + July 19-23 🌿  https://t.co/Rd3khyIkSi 

#deeperlearning #designlearning #teachers #education #808educate #kthrough12 https://t.co/H2qlmIe16i","Honolulu, HI",en,0.0,Thu Jul 08 01:05:06 +0000 2021,"['Educators', 'PBL']",True,False,False,False,False
4490,_JinGenie,"#Numberella is global! It is not too late to get in on it!

🌏

 #behaviour #buildingbetterbrains #edchat #eal #fun  #growth #humpday #k12 #learn #math #mathschat #socialemotionallearning #teaching #thursdaymorning #wednesdaymotivation @stannesrpc 

&gt;&gt;&gt; https://t.co/7r2cu2lwh3 https://t.co/Oc1hUUHIx7",Probabilium ,en,0.0,Thu Jul 08 01:05:09 +0000 2021,"['Numberella', 'behaviour', 'buildingbetterbrains', 'edchat', 'eal', 'fun']",False,False,False,False,True
4491,JasonTheeHuman,"Erec and I will be leading this charge through @FreeBlckThought &amp; @empowerED_TX 

It’s time to change the conversation and move beyond destructive ideology 

#SEL #Mindfulness #humanity",USA,en,0.0,Thu Jul 08 01:05:37 +0000 2021,,True,False,False,False,False
4492,UnionMatt,@AFTunion @AFTCT is committed to safe in person learning because students learn best when they can be present with their teachers https://t.co/xaHUEzm12f,"Middletown, CT",en,2.0,Thu Jul 08 01:06:49 +0000 2021,,False,False,False,False,False
4493,RBomentre,Honored and grateful for working with a team of passionate people around social and emotional learning!  Feeling 😊 blessed. https://t.co/RFZMPtFFVz,"California, USA",en,0.0,Thu Jul 08 01:07:28 +0000 2021,,False,False,False,False,False
4494,MatthewFarber,"So fun to now play @thatskygame on #NintendoSwitch!🕯️🎮Also, super-grateful to have Sky grace the cover of my NEW book, ""Gaming SEL: Games as Transformational to Social and Emotional Learning"" https://t.co/xZkwca1mev Thx @thatgamecompany!!! :)","Fort Collins, CO",en,0.0,Thu Jul 08 01:07:40 +0000 2021,['NintendoSwitch'],False,False,False,False,False
4497,FreeBlckThought,"At FBT, we are focused on positive solutions.

@Rhetors_of_York 
@mdcbowen 
@JasonTheeHuman",USA,en,0.0,Thu Jul 08 01:08:24 +0000 2021,,False,False,False,False,False
4500,LeaksBiden,"At FBT, we are focused on positive solutions.

@Rhetors_of_York 
@mdcbowen 
@JasonTheeHuman https://t.co/HWuJqWLzuF",,en,1.0,Thu Jul 08 01:09:29 +0000 2021,,False,False,False,False,False
4502,Rdene915,Can't wait for this conference! Register for #21changemaker here: https://t.co/p8oZebsiOd and join in the awesome sessions from phenomenal educators July 14-28! #education #edtech #k12 #iste @EdumatchBooks https://t.co/tcwKdOY2aW,Pittsburgh,en,0.0,Thu Jul 08 01:09:51 +0000 2021,['21changemaker'],False,False,False,False,True
4525,MasukRobotics,Autonomous coding from week 2 at patient robotics camp #recfoundation #vexrobotics #stemeducation @ Masuk High School https://t.co/6O5ZL5cwtL,"Connecticut,USA",en,0.0,Thu Jul 08 01:20:03 +0000 2021,"['recfoundation', 'vexrobotics', 'stemeducation']",False,True,False,False,False
4537,kelsee_young,"Tomorrow during Circle Time our class will focus on learning how our bodies look when we feel happy, sad, and angry through a game of charades! Students will be introduced to Structured SELf Questioning. @DrTaniaHerzog @DBonassisa @RickCohenMSD #SEL https://t.co/f4uiw4LYVZ","Metuchen, NJ",en,0.0,Thu Jul 08 01:28:28 +0000 2021,,True,False,False,False,False
4538,americantesol,Interview with Sue Leather and Jez Uden (Extensive Reading): https://t.co/fJwGvE3AH6 #TESOL #ESL #TEFL #EFL #ELLs,"Tampa, FL",en,0.0,Thu Jul 08 01:28:35 +0000 2021,"['TESOL', 'ESL', 'TEFL', 'EFL', 'ELLs']",False,False,True,False,False
4539,RakaRushen,"Team Liquid - NiP: Over 2.5 Maps 2.05 3/10 units

Also NiP ML 1.75 3/10 units

#bettingtips #esl",,en,0.0,Thu Jul 08 01:29:02 +0000 2021,"['bettingtips', 'esl']",False,False,True,False,False
4542,studysync,"With fun, driving questions like, ""Why do we laugh?"" and ""How can teenagers make a difference?"", our #SEL mini-units are designed to both engage incoming 6th graders AND prepare them for middle school academics. #ELA
https://t.co/b8BHXs0C8E","Sonoma, CA",en,0.0,Thu Jul 08 01:30:37 +0000 2021,['SEL'],True,False,False,False,False
4543,meloniewallace,The latest Techie Worx! https://t.co/KxrrVUsdwI Thanks to @MsNelsonRRHS #edchat #k12,"Lake Charles, Louisiana USA",en,0.0,Thu Jul 08 01:30:45 +0000 2021,"['edchat', 'k12']",False,False,False,False,True
4545,Rdene915,Explore the new #remotelearning series and more #edtech #learning #education #edchat Wednesday via @getting_smart https://t.co/HuyGRgOeWH #future4EDU #quotes4EDU #thriveinEDU #k12 #ntchat,Pittsburgh,en,0.0,Thu Jul 08 01:31:10 +0000 2021,"['remotelearning', 'edtech', 'learning', 'education', 'edchat']",False,False,False,False,True
4549,NZScienceLearn,"Join Dr Siouxie Wiles at the @NZSciFest this weekend to hear about her experiences over the past year and to get answers on all things science!
https://t.co/9v0yrjGYK3
#STEMeducation #COVID19 @Otago https://t.co/3qDR7Z1k8W",New Zealand,en,0.0,Thu Jul 08 01:33:00 +0000 2021,,False,True,False,False,False
4553,OpenschoolsUS,@Priscilla__Lo @schools_us Pretty telling of the stellar equitable education and transformative social and emotional learning they offer our children.  👏👏. I'd rather strike https://t.co/1Rl0LsKJZT,United States,en,0.0,Thu Jul 08 01:36:26 +0000 2021,,False,False,False,False,False
4554,jlincfogarty,Thx for this resource!,"Pittsburgh, PA",en,0.0,Thu Jul 08 01:36:36 +0000 2021,,False,False,False,False,False
4562,ejugginz,I’ll be there!,"Dunedin City, New Zealand",en,0.0,Thu Jul 08 01:40:22 +0000 2021,,False,False,False,False,False
4563,my_British,"Do you #TeachEnglish language? If so, check out these free @TeachingEnglish professional development webinars on how to use📗different📕literature📘to support your teaching: https://t.co/YnsZxvHl5t

#teachingenglish #ESL 
@BritishCouncil @pkBritish @ruBritish https://t.co/Bo7MCLTZIH",Malaysia,en,2.0,Thu Jul 08 01:40:23 +0000 2021,['TeachEnglish'],False,False,True,False,False
4564,InfantJesus54,It's raining gummy bears! Our Year Five students put their engineering skills to the test as they created catapults to shoot gummy bears across the classroom! #ExpectGreatThings #STEMEducation #MotivatedLearners https://t.co/aVHqDRUWNH,"Morley, Perth (WA)",en,0.0,Thu Jul 08 01:42:43 +0000 2021,,False,True,False,False,False
4575,KonstantynGold3,"@MrsBNG Assistant Principal of Social Emotional Learning! However, not sure if that's a dream job but it's more of where I want to be ""when I grow up"". I never had a dream job because I love what I do and it was never a job for me.","Brooklyn, NY",en,0.0,Thu Jul 08 01:47:20 +0000 2021,,True,False,False,False,False
4577,coopmike48,"Big Education Ape: TOP POSTS THIS WEEK Saturday, July 3, 2021 #REDFORED #tbats #openonlywhensafe #edchat #K12 #learning #edleadership #edtech #engchat #literacy #edreform #NEARA21 - https://t.co/WNgIeHAY0C https://t.co/Ym6zD1agb9",California,en,0.0,Thu Jul 08 01:49:12 +0000 2021,"['REDFORED', 'tbats', 'openonlywhensafe', 'edchat', 'K12']",False,False,False,False,True
4578,SongjuDaemicke,Thank you @MrsGutierrezKL for sharing my coming book. Tu Youyou's Discovery- Finding a Cure for Malaria. to be released 10/1/2021. @AlbertWhitman  #STEM #kidlit @picturebookpals @Asian_Authors  #scbwi #K12 #PB #ReadLocalIllinois,"Chicago, IL",en,0.0,Thu Jul 08 01:49:49 +0000 2021,,False,False,False,False,True
4579,coopmike48,"Big Education Ape: THE TOP BANANA: TODAY'S EDUCATION HEADLINES Wednesday, JULY 7, 2021 #REDFORED #tbats #edchat #K12 #learning #AFTTEACH21 #edtech #engchat #literacy #edreform #TEACH21 #TEACHtheTRUTH #CRT - https://t.co/utifDBSoJA https://t.co/Uqv7vXEFao",California,en,0.0,Thu Jul 08 01:49:50 +0000 2021,"['REDFORED', 'tbats', 'edchat']",False,False,False,False,True
4584,jc_james_clark,Thank you @MrsGutierrezKL for sharing my coming book. Tu Youyou's Discovery- Finding a Cure for Malaria. to be released 10/1/2021. @AlbertWhitman  #STEM #kidlit @picturebookpals @Asian_Authors  #scbwi #K12 #PB #ReadLocalIllinois https://t.co/WLdFWoXywx,United States of America,en,1.0,Thu Jul 08 01:51:05 +0000 2021,,False,False,False,False,True
4593,ohtacosforotaku,Using Puns to Explain English Grammar #ESL #Grammar #Dadjokes #Puns https://t.co/W8Q2LOfjZ0 via @YouTube,"Pennsylvania, USA",en,0.0,Thu Jul 08 01:54:23 +0000 2021,"['ESL', 'Grammar', 'Dadjokes', 'Puns']",False,False,True,False,False
4596,GoldEDULLC,"Check out this awesome EDU REP 

 @JJensenmus

🎥https://t.co/GzfMF0JWA6

#lrnchat  #edchat #blendchat #mlearning #elearning #ipadchat #pbl #pblchat #passiondriven #ntchat  #gbl #edtech  #ukedchat #edtech #elearning #mlearning #web20  #edchat #EdApps #k12 #cpchat #highered https://t.co/kLA0FZlIeX",,en,0.0,Thu Jul 08 01:55:48 +0000 2021,"['lrnchat', 'edchat', 'blendchat', 'mlearning']",False,False,False,False,True
4597,ElinoreBoeke,"NEW @AASMorg position statement, ""Sleep Is Essential To Health,"" recommends that sleep be considered an essential topic in #K12 #healthed, and that #middleschool and #highschool start times should be 8:30am or later. #MSC2021
Read full statement at https://t.co/AknSzzb8pC https://t.co/1oU0bf3QhL","Washington, DC",en,12.0,Thu Jul 08 01:56:01 +0000 2021,,False,False,False,False,True
4599,jhite000,Excited for this webinar!! I am absolutely loving the book! https://t.co/viWUSa5U09,"Missouri, USA",en,0.0,Thu Jul 08 01:56:38 +0000 2021,,False,False,False,False,False
4601,bitgabEnglish,New English activities every day! #LearnEnglish #EnglishOnline #SpeakEnglish #Listening #Vocabulary #Vocab #ELT #ESL #TESOL https://t.co/UQE0QTRZnS,,en,0.0,Thu Jul 08 01:57:35 +0000 2021,"['LearnEnglish', 'EnglishOnline', 'SpeakEnglish', 'Listening', 'Vocabulary', 'Vocab', 'ELT']",False,False,True,False,False
4602,bitgabEnglish,New English activities every day! #LearnEnglish #EnglishOnline #SpeakEnglish #Reading #Vocabulary #Vocab #ELT #ESL #TESOL https://t.co/fLeIAcfccq,,en,0.0,Thu Jul 08 01:57:40 +0000 2021,"['LearnEnglish', 'EnglishOnline', 'SpeakEnglish', 'Reading', 'Vocabulary', 'Vocab', 'ELT', 'ESL']",False,False,True,False,False
4603,bitgabEnglish,New English activities every day! #LearnEnglish #EnglishOnline #SpeakEnglish #Reading #Vocabulary #Vocab #ELT #ESL #TESOL https://t.co/WZMI76erUx,,en,0.0,Thu Jul 08 01:57:43 +0000 2021,"['LearnEnglish', 'EnglishOnline', 'SpeakEnglish', 'Reading', 'Vocabulary', 'Vocab', 'ELT', 'ESL']",False,False,True,False,False
4608,iTeachUnicorns,What a cool chance! 🦄,"South Carolina, USA",en,0.0,Thu Jul 08 01:59:07 +0000 2021,,False,False,False,False,False
4613,Eduporium,"Bringing the Head, Heart, and Hands Together with #MakerEd and SEL -- How selecting the right technologies makes a difference. 

Read: https://t.co/9HKgnAZ94o #SEL #SELchat #MakerEd https://t.co/ES1aCOrudd","Newton, MA",en,0.0,Thu Jul 08 02:00:28 +0000 2021,['MakerEd'],True,False,False,False,False
4616,JAG_____,This is really important! Please review the draft plan and provide comments.,,en,0.0,Thu Jul 08 02:02:52 +0000 2021,,False,False,False,False,False
4620,GoldEDULLC,"Check out this awesome EDU REP 

 @nmvisscher
🎥https://t.co/GzfMF0JWA6

#lrnchat  #edchat #blendchat #mlearning #elearning #ipadchat #pbl #pblchat #passiondriven #ntchat  #gbl #edtech  #ukedchat #edtech #elearning #mlearning #web20  #edchat #EdApps #k12 #cpchat #highered https://t.co/8pftXGpMOR",,en,0.0,Thu Jul 08 02:04:48 +0000 2021,"['lrnchat', 'edchat', 'blendchat', 'mlearning']",False,False,False,False,True
4626,arp363,I need more unicorn books!,,en,0.0,Thu Jul 08 02:06:47 +0000 2021,,False,False,False,False,False
4632,NimblePoised,"Need to improve your IELTS speaking score? 

Use more phrasal verbs like ""plan for""
https://t.co/2Zz9xvaOjq

#learnenglishonline #learnenglish #IELTS #AcademicTwitter #ESL",We're new!,en,0.0,Thu Jul 08 02:08:00 +0000 2021,,False,False,True,False,False
4635,NoCRTatCUSD,"This is often how the informed will argue CRT. Yes, CRT is now an umbrella term that includes social-emotional learning and much more.","Cupertino, CA",en,0.0,Thu Jul 08 02:09:17 +0000 2021,,False,False,False,False,False
4638,TroyStoryToo,Boosting!,"British Columbia, Canada",en,0.0,Thu Jul 08 02:09:37 +0000 2021,,False,False,False,False,False
4643,TenaflySchools,Engineering a fun-filled summer with #TenaflyPublicSchools #summerenrichment #TeamTenafly,"Tenafly, New Jersey",en,0.0,Thu Jul 08 02:11:35 +0000 2021,"['TenaflyPublicSchools', 'summerenrichment', 'TeamTenafly']",False,False,False,False,False
4644,ResoluteMama,I wish @ncschools would hire you and dump SEL/transformational SEL,,en,0.0,Thu Jul 08 02:11:42 +0000 2021,,False,False,False,False,False
4645,myheart23979611,"It's quite simple. Hitting children whether a preacher. teacher or parent is child abuse. Disguising hitting children as a form of discipline, it's for their own good is an insidious form of blame the victim. A victim that has no recourse!
STOP IT",once upon a time,en,0.0,Thu Jul 08 02:12:08 +0000 2021,,False,False,False,False,False
4653,mrshowell24,Love this example! @eduprotocols @NowaTechie @mathkaveli @MeganFerne @AshleyHalkum,"Pickerington, OH",en,0.0,Thu Jul 08 02:15:35 +0000 2021,,False,False,False,False,False
